评分,制片国家/地区,编剧,片长,评论人数,导演,类型,又名,语言,IMDb,上映日期,片名,主演
6.0, 美国, 约翰·罗杰斯 / 塔米·赛格 / 哈珀·迪尔 / 博比·克罗斯比, 112分钟,1064, 凯特·凯罗, 喜剧 / 爱情 / 音乐, 非常巨星拣老公(港) / 娶我吧！(台), 英语, tt10223460, 2022-02-11(美国/美国网络),和我结婚, 詹妮弗·洛佩兹 / 欧文·威尔逊 / 胡安·路易斯·隆东纽·阿利阿斯 / 萨拉·西尔弗曼 / 约翰·布莱德利 / 克洛伊·科尔曼 / 吉米·法伦 / 布雷迪·诺恩 / 蜜雪儿·伯托 / 乌特卡什·安邦德卡尔 / 基思·埃威尔 / 杰奎琳·霍努力克 / 卡特里娜·坎宁安 / 斯蒂芬·沃勒 / 劳伦斯·史密斯 / 莱恩·瓦莱丽 / 布莱斯·科里根 / 洛根·克劳福德 / 朱塞佩·阿迪佐内 / 赫纳多·罗德里格斯 / 亚历克斯·佩雷斯 / 瑞娜·郑 / 乔纳森·M·帕里森  / 马科·查卡 / 桃乐丝·麦卡锡
5.8, 冰岛 / 瑞典 / 波兰, 秀恩·西古尔德森 / 瓦尔迪马尔·约翰松, 106分钟,10627, 瓦尔迪马尔·约翰松, 惊悚 / 奇幻, 羊惧(台) / Lamb, 冰岛语, tt9812474, 2021-07-13(戛纳电影节) / 2021-08-20(冰岛) / 2021-10-08(美国),羊崽, 劳米·拉佩斯 / 比约恩·西鲁·哈瑞森 / 英格瓦·埃盖特·西古德松 / 赫米尔·希尼·古纳森 / Ester Bibi
6.0, 中国大陆, 樊菁 / 蒋丽华 / 吕聿来 / 岳小军, 112分钟,158231, 吕聿来, 剧情 / 动作 / 犯罪, 扫黑·两面人 / Break Through the Darkness, 汉语普通话, tt13655044, 2021-05-01(中国大陆),扫黑·决战, 姜武 / 张颂文 / 金世佳 / 李倩 / 赵毅 / 焦刚 / 尤勇智 / 刘琳 / 白志迪 / 王丽云 / 钱波 / 王佳佳 / 董博睿 / 徐可珑 / 张康乐 / 阿如那 / 蒋雪鸣 / 陈进 / 宗俊涛 / 涂圣成 / 王浩丞 / 吴双 / 范诗然 / 柳俊岐 / 秦海 / 钱漪 / 张天舒 / 王欣嘉 / 贾凤柱 / 王若溪 / 顾语涵 / 王峰 / 王建龙 / 张海怡 / 王静宇
9.2, 美国, 大卫·克拉尼 / 玛尔塔·考夫曼, 104分钟 / 98分钟(删减版),64650, 本·温斯顿, 喜剧 / 爱情, 六人行：当我们又在一起(台) / Friends Reunion Special / Friends Special, 英语, tt11337862, 2021-05-27(美国网络),老友记重聚特辑, 詹妮弗·安妮斯顿 / 柯特妮·考克斯 / 马修·派瑞 / 大卫·休默 / 丽莎·库卓 / 马特·勒布朗 / 瑞茜·威瑟斯彭 / Lady Gaga / 大卫·贝克汉姆 / 贾斯汀·比伯 / 詹姆斯·柯登 / 辛迪·克劳馥 / 卡拉·迪瓦伊 / 埃利奥特·古尔德 / 基特·哈灵顿 / 拉里·哈金 / 敏迪·卡灵 / 托马斯·列农 / 克里斯蒂娜·皮克勒斯 / 汤姆·塞立克 / 詹姆斯·迈克尔·泰勒 / 玛姬·惠勒 / 马拉拉·尤萨夫扎伊 / BTS
6.5, 加拿大 / 美国, 爱比·希薇亚, 126分钟,1940, 迈克尔·肖沃特, 剧情 / 传记 / 历史, 神圣电视台(台), 英语, tt9115530, 2021-09-12(多伦多电影节) / 2021-09-17(美国),塔米·菲的眼睛, 杰西卡·查斯坦 / 安德鲁·加菲尔德 / 切莉·琼斯 / 文森特·多诺费奥 / 马克·怀斯特拉克 / 山姆·贾格 / 路易斯·坎瑟米 / 加布里埃尔·奥尔德斯 / 弗瑞德里克·林恩 / 钱德勒·海德 / 杰伊·胡古雷 / Grant Owens / 柯莉·坎帕尼 / 杰丝·威克斯勒 / 林赛·艾利夫 / 兰德尔·P·海文斯 / Joe Ando-Hirsh / Drew Broderick / 布伦特·莫雷尔·加斯金斯 / Tanya Jacobson / Donald Norris Jr. / Dan Johnson / Michael MacCauley
6.4, 美国, 约翰·卡拉辛斯基 / 斯科特·贝克 / 布莱恩·伍兹, 97分钟,148826, 约翰·卡拉辛斯基, 科幻 / 惊悚 / 恐怖, 无声绝境II(港) / 噤界II(台) / A Quiet Place 2, 英语, tt8332922, 2021-05-28(中国大陆/美国),寂静之地2, 艾米莉·布朗特 / 基里安·墨菲 / 米利森特·西蒙兹 / 诺亚·尤佩 / 约翰·卡拉辛斯基 / 杰曼·翰苏 / 奥基里特·奥诺多瓦 / 斯科特·麦克纳里 / 扎卡里·戈林格 / 布莱克·德隆 / 加里·桑当 / 阿什利·戴克 / 韦恩·杜瓦尔 / 克兹托夫·克里斯·马杜拉
5.2, 美国 / 加拿大, 乔什·斯托博格 / 皮特·古德芬格, 93分钟,27464, 达伦·林恩·鲍斯曼, 悬疑 / 惊悚 / 恐怖,, 英语, tt10342730, 2021-05-14(美国),电锯惊魂9：漩涡, 克里斯·洛克 / 塞缪尔·杰克逊 / 麦克思·明格拉 / 马利索·妮可 / 摩根·大卫·琼斯 / 阿莉·约翰逊 / 弗兰克·利卡里 / 约翰·托卡特利迪斯 / 佐伊·帕尔默 / 丹·皮特隆杰维奇 / 理查德·泽皮里 / 伊迪·英克斯特 / 莱拉·丽 / 克里斯托弗·泰 / 盖内尔·威廉姆斯 / 莱昂尼达斯·卡斯特罗尼斯 / 克里斯·柯林斯 / 纳齐恩·康特拉科特 / 卢克·加洛 / 乔什·斯托博格
6.8, 法国 / 以色列 / 德国, 那达夫·拉皮德 / Haim Lapid, 109分钟,740, 那达夫·拉皮德, 剧情, 荒漠奥德赛(台) / 膝盖 / Ha'berech / Ahed's Knee / Le genou d'Ahed, 希伯来语, tt12494638, 2021-07-07(戛纳电影节) / 2021-07-15(以色列) / 2021-09-15(法国),阿赫德的膝盖, 阿夫沙洛姆·波拉克 / 努尔·菲巴克 / 内塔·罗斯 / Oded Menaster / Oded Azulay / Michal Benkovitz Sasu / Roni Boksbaum / Pnina Bradt Tzedaka / Itay Dalumi / Lidor Edri / Itay Elal / Amit Elimetelech / Mili Eshet / Rony Gammer / Yahel Hayat / Raviv Hecht / Yoram Honig
6.9, 法国 / 墨西哥 / 美国 / 瑞士 / 比利时 / 日本 / 德国, 罗恩·梅尔 / 罗素·梅尔, 141分钟,10550, 莱奥·卡拉克斯, 剧情 / 爱情 / 歌舞, ANNETTE：星梦恋歌(台), 英语, tt6217926, 2021-07-06(戛纳电影节) / 2021-07-07(法国) / 2021-08-20(美国网络),安妮特, 亚当·德赖弗 / 玛丽昂·歌迪亚 / 西蒙·赫尔伯格 / 德温·麦克道维尔 / 罗恩·梅尔 / 罗素·梅尔 / 娜塔莉·杰克逊·门多萨 / 水原希子 / 诺米·沙伦斯 / 古馆宽治 / 福岛莉拉 / 伊娃·范·德·古奇特 / Natalia Lafourcade / 维姆·奥普布鲁克 / Ella Leyers / 亚矢乃 / 尼诺·波尔齐奥 / 克里斯蒂安·斯基宾斯基 / Kevin Van Doorslaer / Lauren Evans / Cindy Almouzni / Julia Bullock / Christiane Tchouhan / Franziska Grohmann / Danielle Withers / Rachel Mulowayi / Iman Europe / Sinay Bavurhe / Claron McFadden
6.9, 中国大陆, 于勇敢, 129分钟,219507, 刘伟强, 剧情 / 灾难, 中国·医生 / Chinese Doctors, 汉语普通话, tt13696296, 2021-07-09(中国大陆),中国医生, 张涵予 / 袁泉 / 朱亚文 / 李晨 / 易烊千玺 / 欧豪 / 周也 / 冯文娟 / 耿乐 / 梁大维 / 小爱 / 雅玫 / 杨祺如 / 叶禾 / 蒋林燕 / 梅婷 / 李沁 / 张天爱 / 宋佳 / 俞飞鸿 / 倪虹洁 / 冯绍峰 / 周笔畅 / 张颂文 / 张子枫 / 佟丽娅 / 谷嘉诚 / 刘威 / 刘佳 / 赵宁宇 / 王挺 / 余皑磊 / 黄璐 / 印小天 / 张嘉倪 / 释小龙 / 高戈 / 刘琳 / 来喜 / 万国鹏 / 王昭 / 石昊正
6.7, 美国 / 英国, 尼古拉斯·布赫里夫 / 艾瑞克·贝斯纳 / 盖·里奇 / 马恩·戴维斯 / 伊凡·阿特金森, 118分钟 / 115分钟(中国大陆),138902, 盖·里奇, 动作 / 犯罪, 玩命钞劫(台) / 运钞车 / Cash Truck, 英语, tt11083552, 2021-05-10(中国大陆) / 2021-04-22(俄罗斯) / 2021-05-07(美国),人之怒, 杰森·斯坦森 / 霍特·麦克卡兰尼 / 罗奇·威廉姆斯 / 乔什·哈奈特 / 杰弗里·多诺万 / 斯科特·伊斯特伍德 / 安迪·加西亚 / 道比·欧帕瑞 / 拉兹·阿隆索 / 劳尔·卡斯提洛 / 克里斯·雷利 / 埃迪·马森 / 尼芙·阿尔格 / 塔格·墨菲 / 马克·阿诺德 / 杰拉尔德·泰勒 / 亚历克斯·费恩斯 / 乔什·柯德雷 / 杰森·王 / 罗伯·德兰尼 / 伊莱·布朗 / 凯瑞·莎勒 / 卡梅伦·杰克 / 达雷尔·席尔瓦 / 巴布斯·奥卢桑莫昆 / 多米尼克·托马斯 / 琳·勒内 / 蕾贝卡·卡尔德 / 伊芙·麦凯林 / 詹姆斯·沃伦 / 波兹·马龙 / 史蒂威·戴维斯 / 蒙塔娜·曼宁 / 安东尼·莫利纳利
5.5, 加拿大, Adam Yorke / Tommy Gushue,,386, 兰道尔·冲田, 剧情 / 悬疑 / 惊悚 / 犯罪, 看不见的杀机(台) / 帮眼狙凶(港), 英语, tt11209212, 2021-06-10(翠贝卡电影节) / 2022-01-07(美国),帮我看看, 斯凯勒·达文波特 / 娜塔莉·布朗 / Matthew Gouveia / 劳拉·范德沃特 / Keaton Kaplan / 杰西卡·帕克·肯尼迪 / George Tchortov / 帕斯卡尔·兰格戴尔 / 乔·平格 / 艾米莉·皮格福德 / 金·寇兹 / Stuart Clow / 娜塔莉•特里尔 / Bentley the Cat / Drew Tyce
5.7, 中国大陆, 董伟, 78分钟,8379, 董伟, 喜剧 / 爱情, 大话西游之缘起, 汉语普通话,, 2022-02-11(中国大陆网络),大话西游：缘起, 吴昊宸 / 马心瑞 / 吴孟达 / 九孔 / 毕雪 / 杨凯迪 / 郑冀峰 / 杨能 / 袁祥仁 / 张美娥
7.6, 韩国, 孙珠妍 / 李章焄, 116分钟,5376, 李章焄, 剧情 / 爱情,, 韩语, tt14490546, 2021-10-01(中国台湾) / 2021-09-15(韩国),奇迹, 朴正民 / 林允儿 / 李星民 / 李秀卿
7.2, 中国香港 / 中国大陆, 陈木胜 / 凌伟骏 / 唐耀良, 128分钟,392740, 陈木胜, 动作 / 犯罪, 怒火重案 / 怒火战 / 火拼 / Crossfire / Raging Fire, 粤语 / 汉语普通话, tt8165192, 2021-07-30(中国大陆) / 2021-08-19(中国香港),怒火·重案, 甄子丹 / 谢霆锋 / 秦岚 / 谭耀文 / 黄德斌 / 吴浩康 / 何珮瑜 / 杨天宇 / 汤君慈 / 麦亨利 / 喻亢 / 张文杰 / 胡子彤 / 吕良伟 / 任达华 / 袁富华 / 林国斌 / 卢惠光 / 陈家乐 / 张国强
7.8, 英国, 杰克·索恩, 98分钟,5526, 马克·穆登, 剧情, 帮助 / Home, 英语, tt13649036, 2021-09-16(英国),援助, 朱迪·科默 / 斯蒂芬·格拉汉姆 / 伊恩·哈特 / 大卫·海曼 / 莱斯利·夏普 / 凯西·泰森 / 苏·乔斯顿 / 安吉拉·格里芬 / 查尔斯·德特 / Steve Garti / Alicia Eyo / 迈克·诺布尔 / 阿瑟·修斯 / 杰姬·诺尔斯 / 约翰·艾伦·罗伯茨 / 伊恩拉尔夫 / Andrew Schofield / Richie Lawrie / Tina Louise Owens
7.5, 日本, 江口幹 / 山浦雅大 / 南胜久, 132分钟,6788, 江口幹, 喜剧 / 动作,, 日语, tt13017204, 2021-06-12(上海国际电影节) / 2021-06-18(日本),杀手寓言 第二章, 冈田准一 / 木村文乃 / 平手友梨奈 / 安藤政信 / 黑濑纯 / 桥本爱实 / 井之胁海 / 宫川大辅 / 佐藤二朗 / 佐藤浩市 / 堤真一 / 山本美月 / 安田显 / Masao Yoshii
6.8, 美国, 玛拉·弗雷齐 / 迈克尔·麦库勒斯, 107分钟,8796, 汤姆·麦格拉思, 喜剧 / 动画, 宝贝老板2：家族企业 / 宝贝老板：家大业大(台) / 波士BB 2世祖(港), 英语, tt6932874, 2021-07-02(美国/美国网络),宝贝老板2, 亚历克·鲍德温 / 詹姆斯·麦斯登 / 艾米·塞德丽丝 / 阿丽亚娜·格林布拉特 / 杰夫·高布伦 / 伊娃·朗格利亚 / 詹姆斯·麦格拉思 / 吉米·坎摩尔 / 丽莎·库卓 / 拉斐尔·亚历杭德罗 / 塞雷妮蒂·瑞恩·布朗 / 大卫·索伦 / 詹姆斯·雷恩 / 戴维·P·史密斯 / 汤姆·麦格拉思 / 沃尔特·道恩 / 阿普里尔·劳伦斯 / 迈尔斯·克里斯托弗·巴克什 / 琳娜·泽格
7.6, 俄罗斯, 马克西姆·布达拉 / Георгий Селегей / Константин Галдаев / Ильгиз Зайниев, 118分钟,2020, 提莫·贝克曼贝托夫 / 谢尔盖·尤里耶维奇·特罗菲莫夫, 剧情 / 战争, 无逃离地狱 / V2 / V2. Escape from Hell / 德维亚塔耶夫 / Devyatayev / 杰维亚塔耶夫, 俄语, tt11892034, 2021-04-22(莫斯科电影节) / 2021-04-29(俄罗斯),德维塔耶夫, 帕维尔·普里卢茨内 / 蒂莫菲·特里布纳采夫 / 阿列克谢·菲利蒙诺夫 / 德米特里·雷先科夫 / 叶夫根尼·塞尔津 / 奥列格·楚古诺夫 / 尼基塔·科洛格利维 / 帕维尔·切纳廖夫 / 亚历山大·里科夫 / Maksim Khanzhov / 菲力·莱福斯丁 / Patrick Joswig
7.4, 法国, 马修·阿马立克, 97分钟,906, 马修·阿马立克, 剧情, 减轻压力 / Serre moins fort / Hold Me Tight, 法语, tt13137576, 2021-07-14(戛纳电影节),抱紧我, 薇姬·克里普斯 / 阿里耶·沃索尔特 / Anne-Sophie Bowen-Chatet / Sacha Ardilly / Juliette Benveniste / Aurèle Grzesik / 奥拉利亚·佩蒂特 / Erwan Ribard / Cuca Bañeres Flos / Samuel Mathieu / Jean-Philippe Petit / Jean-Marc Supinski / Sylvain Micard / Siméon Micard / Victor Abadia
6.2, 中国大陆, 赵秉昊 / 王一诺 / 温仕培 / 诺亚·道森, 95分钟,82579, 温仕培, 剧情 / 悬疑 / 犯罪, 犯罪概率 / Are You Lonesome Tonight？, 汉语普通话, tt8519380, 2021-06-12(中国大陆) / 2021-07-11(戛纳电影节),热带往事, 彭于晏 / 张艾嘉 / 王砚辉 / 章宇 / 姜珮瑶 / 芦鑫 / 陈永忠 / 邓飞
7.1, 韩国, 洪成恩, 91分钟,3567, 洪成恩, 剧情, Aloners, 韩语, tt14598598, 2021-05-19(韩国),独自生活的人们, Jeong Da-eun / Seo Hyun-woo / 朴政学 / 孔升妍
7.2, 美国, 菲尔·格拉西亚底 / 丽恩·贾尼埃克 / 凯特·特雷弗里 / R·L·斯坦, 115分钟,9973, 丽恩·贾尼埃克, 悬疑 / 恐怖,, 英语, tt9701942, 2021-07-16(美国),恐惧街3, 基亚娜·马德拉 / 阿什利·祖克曼 / 吉莉安·雅各布斯 / 奥利维亚·韦尔奇 / 小本杰明·弗洛雷斯 / 达里尔·布里特-吉布森 / 萨迪·辛克 / 埃米莉·拉德 / 麦凯布·斯莱 / 朱莉娅·雷沃尔德 / 弗莱德·赫钦格 / 乔丹娜·斯皮罗 / 乔迪恩·迪纳塔莱 / 马修·祖克 / 伊丽莎白·斯科佩尔 / 兰德尔·P·海文斯 / 迈克尔·钱德勒 / 莱西·坎普 / 林恩·阿什 / 夏洛林·阿莫亚 / 马克·阿什沃斯 / 托德·艾伦·德金 / 芮安·辛普金斯 / 艾米丽·布罗斯特 / 泰德·萨瑟兰 / 嘉娜·艾伦
6.2, 德国 / 美国, 谢伊·哈顿 / 扎克·施奈德, 127分钟,15523, 马提亚斯·施维赫夫, 动作 / 犯罪, 活死人军团前传 / 行盗之师 / 神偷大军 / 不羁贼军 / 窃贼军团, 英语 / 法语 / 德语, tt13024674, 2021-10-29(美国网络),神偷军团, 马提亚斯·施维赫夫 / 娜塔莉·伊曼纽尔 / 露比·欧·菲 / 斯图尔特·马丁 / 古兹·可汗 / 乔纳森·科恩 / 诺米·娜凯 / 特论特·加内特 / 芭芭拉·梅尔 / 吉姆·海伊 / 崔西·奥斯蒙德 / Daniel Bradford
5.6, 日本, 樱井武晴 / 青山刚昌, 110分钟,105687, 永冈智佳, 动作 / 动画 / 悬疑 / 冒险,, 日语 / 英语, tt12093860, 2021-04-17(中国大陆) / 2021-04-16(日本),名侦探柯南：绯色的子弹, 高山南 / 山崎和佳奈 / 小山力也 / 林原惠美 / 日高法子 / 田中敦子 / 森川智之 / 池田秀一 / 一城美由希 / 梁田清之 / 土师孝也 / 杉本优 / 滨边美波 / 铃村健一 / 平野绫
5.3, 中国大陆, 殳俏, 111分钟,168765, 陈正道, 悬疑 / 惊悚, Home Sweet Home, 汉语普通话, tt10097384, 2021-05-01(中国大陆),秘密访客, 郭富城 / 段奕宏 / 张子枫 / 许玮甯 / 荣梓杉 / 王圣迪 / 吕聿来 / 张柏嘉 / 孔雁
7.4, 美国, 菲尔·蒂贝特, 83分钟,3233, 菲尔·蒂贝特, 动画 / 恐怖,, 英语, tt15090124, 2021-08-05(洛迦诺电影节),疯神, 亚力克斯·考克斯 / Niketa Roman / Satish Ratakonda / Harper Taylor / Brynn Taylor / Hans Brekke / Jake Freytag / Harper Gibbons / 汤姆·吉本斯 / Tucker Gibbons / Arne Hain / David Lauer / Chris Morley
7.2, 日本, 吉田惠辅, 107分钟,1481, 吉田惠辅, 剧情, Blank / Intolerance, 日语, tt14605258, 2021-09-23(日本),空白, 古田新太 / 松坂桃李 / 田畑智子 / 藤原季节 / 趣里 / 伊东苍 / 片冈礼子 / 寺岛忍
6.8, 法国 / 瑞典 / 德国, 米娅·汉森-洛夫, 112分钟,2525, 米娅·汉森-洛夫, 剧情, 柏格曼的岛(台), 英语, tt6910282, 2021-07-11(戛纳电影节) / 2021-07-14(法国) / 2021-10-15(美国/美国网络),伯格曼岛, 薇姬·克里普斯 / 蒂姆·罗斯 / 米娅·华希科沃斯卡 / 安德斯·丹尼尔森·李 / Joel Spira / Gabe Klinger / Wouter Hendrickx / Oscar Reis / Grace Delrue / Felix Berg / Clara Strauch / Teodor Abreu / Jonas Larsson Grönström
6.9, 中国香港 / 中国大陆, 尹志文 / 卢文骏, 102分钟(中国大陆) / 103分钟,13985, 尹志文, 剧情 / 传记 / 运动," On Your Mom, Get Set, Go! / Zero to Hero", 粤语 / 汉语普通话, tt14892216, 2021-09-04(中国大陆) / 2021-08-12(中国香港),妈妈的神奇小子, 吴君如 / 张继聪 / 梁仲恒 / 胡子彤 / 卢海鹏 / 钱小豪 / 杨伟伦 / 冯皓扬 / 林家熙 / 吴肇轩 / 陆永 / 钟雪莹 / 麦沛东 / 苏桦伟
6.3, 美国, 大卫·布鲁克纳 / 西蒙·巴雷特 / Chloe Okuno / 瑞恩·普劳斯 / 珍妮弗·里德 / 提莫·塔哈亚托, 100分钟,6185, 西蒙·巴雷特 / 提莫·塔哈亚托 / Chloe Okuno / 瑞恩·普劳斯 / 珍妮弗·里德, 惊悚 / 恐怖, 致命录像带4, 英语 / 印度尼西亚语, tt14867006, 2021-09-26(奇幻电影节) / 2021-10-06(美国),致命录像带94, 安娜·霍普金斯 / Sean Patrick Dolan / 德鲁·维尔戈维尔 / 达克斯·拉维纳
6.3, 法国, 托马斯·彼得葛恩 / Caroline Bongrand / 马丁·布尔布隆 / Martin Brossollet / 纳塔利·卡特, 108分钟,448, 马丁·布尔布隆, 剧情 / 传记, 艾菲尔情缘(台), 法语, tt10366514, 2021-08-25(法国),埃菲尔铁塔, 罗曼·杜里斯 / 艾玛·麦基 / 皮埃尔·德隆尚 / 阿曼德·博兰格 / 菲利普·赫里森 / 杰里米·洛佩兹 / 约翰·西希尔 / 米歇尔·克莱门特 / Andranic Manet / Juliette Blanche / Alexandre Steiger / Bruno Raffaelli / Sophie Fougère / Damien Zanoly / Aurelien Luzeux / Julien Sarazin / Pierre Le Baleur
6.5, 爱尔兰 / 加拿大 / 美国 / 英国, 大卫·洛维, 130分钟,13223, 大卫·洛维, 剧情 / 奇幻 / 冒险, 绿骑士(台), 英语, tt9243804, 2021-07-30(美国),绿衣骑士, 戴夫·帕特尔 / 艾丽西亚·维坎德 / 萨莉塔·乔德霍里 / 拉尔夫·伊内森 / 西恩·哈里斯 / 乔尔·埃哲顿 / 巴里·基奥恩 / 艾琳·凯利曼 / 雅典娜·弗里泽尔 / 尼塔·米什拉 / 塔拉·麦克唐纳 / 凯特·迪基 / 阿奈·里佐 / 克里斯·麦克哈利姆 / 乔·安德森 / Brendan Conroy / 唐查·克劳利 / 安东尼·莫里斯 / Noelle Brown / Emmet O'Brien
7.0, 乌克兰, 卡特琳娜·戈诺斯泰, 122分钟,950, 卡特琳娜·戈诺斯泰, 剧情, Stop-Zemlia, 乌克兰语, tt14028890, 2021-05-03(全州国际电影节),快停下，泽米莉亚, Maria Fedorchenko / Arsenii Markov / Yana Isaienko / Oleksandr Ivanov / Andrii Abalmazov / Rubin Abukhatab / Marharyta Astakhova / Oksana Babych / Inna Belikova / Sehiy Derevyanko / Marta Dolesko / 卡特琳娜·戈诺斯泰 / Daniel Khoroshavin / Kateryna Kozlova / Viktoriia Kravchenko
7.5, 中国大陆, 管虎 / 吴兵 / 张珂 / 京榆, 121分钟,81567, 徐展雄, 剧情 / 历史, The Pioneer, 汉语普通话, tt14922172, 2021-07-01(中国大陆),革命者, 张颂文 / 李易峰 / 佟丽娅 / 成泰燊 / 彭昱畅 / 李九霄 / 韩庚 / 梁静 / 马少骅 / 白客 / 秦昊 / 于谦 / 孙浠伦 / 章若楠 / 辛云来 / 朱梓瑜 / 张承 / 周杨洋
7.3, 英国, 菲利普·巴兰蒂尼 / 詹姆斯·卡明斯, 92分钟,568, 菲利普·巴兰蒂尼, 剧情 / 惊悚, 餐厅失控夜(台) / Bod varu / Bod Vardu / The Chef, 英语, tt11127680, 2021-08-23(卡罗维发利电影节) / 2021-12-29(英国),沸点, 斯蒂芬·格拉汉姆 / 雯叶特·罗宾逊 / 爱丽丝·菲塔姆 / 杰森·弗莱明 / Hannah Walters / 马拉基·卡比 / Izuka Hoyle / 塔兹·斯盖拉 / Lauryn Ajufo / 雷·潘莎基 / 洛德斯·法比尔斯 / Daniel Larkai / Robbie O'Neill / 安妮·罗斯·戴利 / 罗莎·埃斯科达 / 托马斯·库姆斯 / 菲利普·希尔·皮尔逊 / 乔丹·亚历桑德拉
6.3, 中国大陆, 李洁 / 赵天宇, 120分钟,50591, 赵天宇, 剧情 / 家庭, All About My Mother, 汉语普通话, tt13649566, 2021-09-19(中国大陆),关于我妈的一切, 徐帆 / 张婧仪 / 许亚军 / 张歆艺 / 陈明昊 / 吴彦姝 / 李程彬 / 韩云云 / 赵晓苏
7.0, 韩国, 金银姬, 94分钟,63224, 金成勋, 剧情 / 恐怖 / 古装,, 韩语, tt13412252, 2021-07-23(韩国),王国：北方的阿信, 全智贤 / 朴秉恩 / 金诗雅 / 金雷夏 / 具教焕
6.2, 澳大利亚, 安东尼·海斯 / Polly Smyth, 97分钟,1890, 安东尼·海斯, 惊悚,, 英语, tt6020800, 2022-01-13(澳大利亚),掘金, 扎克·埃夫隆 / 安东尼·海斯 / 苏茜·波特 / Akuol Ngot / Thiik Biar / Andreas Sobik
5.9, 法国 / 比利时, 亚历山大·布斯蒂罗 / 朱利安·莫利, 85分钟,7139, 亚历山大·布斯蒂罗 / 朱利安·莫利, 剧情 / 悬疑 / 惊悚 / 恐怖, 深水妖宅, 英语 / 法语, tt11686490, 2021-06-30(法国),深宅, 卡蜜尔·罗 / 詹姆斯·贾格尔 / 埃里克·萨文 / Alexis Servaes / Anne Claessens / Carolina Massey / Marie Caffier / Marie Bernard
